,ensg_id,description,category,logtpm_mean,logtpm_std,stratified_level
12937,ENSG00000171425,zinc finger protein 581,Expressed in all tissues,3.7956135113223235,0.6988631818687214,3
12942,ENSG00000171443,zinc finger protein 524,Expressed in all tissues,3.581683987125786,0.6686316185220185,3
12945,ENSG00000171448,zinc finger and BTB domain containing 26,Expressed in all tissues,3.039200245289582,0.8449142753450416,3
12949,ENSG00000171456,additional sex combs like 1 (Drosophila),Expressed in all tissues,5.510463342714327,0.653186901438021,5
12952,ENSG00000171466,zinc finger protein 562,Expressed in all tissues,3.7416504996854645,0.737968791447381,3
12953,ENSG00000171467,zinc finger protein 318,Expressed in all tissues,4.000598740682433,0.9248320893590514,4
12954,ENSG00000171469,zinc finger protein 561,Expressed in all tissues,5.008863276522755,0.7005405939529561,5
12955,ENSG00000171471,microtubule-associated protein 1 light chain 3 beta 2,Expressed in all tissues,5.394901904336999,0.631961783270642,5
12956,ENSG00000171475,"WAS/WASL interacting protein family, member 2",Expressed in all tissues,4.389641049447878,0.6862416088070872,4
12965,ENSG00000171492,"leucine rich repeat containing 8 family, member D",Expressed in all tissues,4.554839590811856,0.9016082263839107,4
12968,ENSG00000171497,peptidylprolyl isomerase D,Expressed in all tissues,5.814831237516436,0.5416702493114387,5
12971,ENSG00000171503,electron-transferring-flavoprotein dehydrogenase,Expressed in all tissues,5.45886519789468,0.8419138435231319,5
12976,ENSG00000171530,tubulin folding cofactor A,Expressed in all tissues,7.258829202499328,0.5066930475924929,7
12981,ENSG00000171552,BCL2-like 1,Expressed in all tissues,6.291548454495255,0.6408690175700507,6
12986,ENSG00000171566,pleiotropic regulator 1,Expressed in all tissues,5.954441557330399,0.5909491081791751,5
12988,ENSG00000171574,zinc finger protein 584,Expressed in all tissues,2.8697505200244278,0.5758829370004616,2
12993,ENSG00000171604,CXXC finger protein 5,Expressed in all tissues,5.128632239416381,0.9016382415491784,5
12994,ENSG00000171606,zinc finger protein 274,Expressed in all tissues,4.606194516356495,0.67386547482242,4
13015,ENSG00000171723,gephyrin,Expressed in all tissues,4.742860570544379,0.8386653555969059,4
13022,ENSG00000171763,spermatogenesis associated 5-like 1,Expressed in all tissues,3.721759244216332,0.5502107102455124,3
13035,ENSG00000171806,methyltransferase like 18,Expressed in all tissues,3.432875153895169,0.7782615438970389,3
13042,ENSG00000171823,F-box and leucine-rich repeat protein 14,Expressed in all tissues,3.0040865905477463,0.8157039192509852,3
13043,ENSG00000171824,exosome component 10,Expressed in all tissues,5.848615643563804,0.589868075164153,5
13049,ENSG00000171853,trafficking protein particle complex 12,Expressed in all tissues,5.9533383516136675,0.7070669627496924,5
13053,ENSG00000171861,RNA methyltransferase like 1,Expressed in all tissues,4.062404626293281,0.37585398238397144,4
13054,ENSG00000171862,phosphatase and tensin homolog,Expressed in all tissues,5.07909580269767,0.6419093375025666,5
13057,ENSG00000171865,ribonuclease H1,Expressed in all tissues,3.865745397162243,0.5115527506146602,3
13058,ENSG00000171867,prion protein,Expressed in all tissues,7.087428843140299,0.9834613691947166,7
13066,ENSG00000171928,trans-golgi network vesicle protein 23 homolog B (S. cerevisiae),Expressed in all tissues,5.562027292506184,0.6696059676627042,5
13076,ENSG00000171960,peptidylprolyl isomerase H (cyclophilin H),Expressed in all tissues,5.423742464867575,0.6682165650328296,5
13079,ENSG00000171984,chromosome 20 open reading frame 196,Expressed in all tissues,3.55430241517017,0.8182487266871344,3
13081,ENSG00000171988,jumonji domain containing 1C,Expressed in all tissues,5.664351630432704,0.6991873272972061,5
13087,ENSG00000172007,"RAB33B, member RAS oncogene family",Expressed in all tissues,3.3810124022940364,0.6073593930720557,3
13088,ENSG00000172009,thimet oligopeptidase 1,Expressed in all tissues,4.619257446153019,0.7351664918309235,4
13095,ENSG00000172046,ubiquitin specific peptidase 19,Expressed in all tissues,5.360768847162398,0.46676239603702324,5
13096,ENSG00000172053,glutaminyl-tRNA synthetase,Expressed in all tissues,7.709654289772592,0.556820265105085,7
13097,ENSG00000172057,ORM1-like 3 (S. cerevisiae),Expressed in all tissues,6.299478604736123,0.5680806971627361,6
13098,ENSG00000172058,small EDRK-rich factor 1A (telomeric),Expressed in all tissues,4.465752648987369,0.7766093938763632,4
13099,ENSG00000172059,Kruppel-like factor 11,Expressed in all tissues,4.529893366423686,0.8080289560570104,4
13101,ENSG00000172062,"survival of motor neuron 1, telomeric",Expressed in all tissues,5.3573011902442795,0.5013990770102701,5
13105,ENSG00000172086,lysine-rich coiled-coil 1,Expressed in all tissues,5.586811634242898,0.680774908687766,5
13106,ENSG00000172113,NME/NM23 nucleoside diphosphate kinase 6,Expressed in all tissues,4.677313708332934,0.544640520429311,4
13107,ENSG00000172115,"cytochrome c, somatic",Expressed in all tissues,6.826527576457843,0.9816847935691071,6
13122,ENSG00000172175,mucosa associated lymphoid tissue lymphoma translocation gene 1,Expressed in all tissues,4.313961153876303,0.908235670201871,4
13136,ENSG00000172239,poly(A) binding protein interacting protein 1,Expressed in all tissues,5.013016632842066,0.574654860822489,5
13141,ENSG00000172262,zinc finger protein 131,Expressed in all tissues,5.101182377842977,0.6827268792477156,5
13143,ENSG00000172269,dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase),Expressed in all tissues,5.238113235314583,0.5924751475042803,5
13144,ENSG00000172270,basigin (Ok blood group),Expressed in all tissues,8.383359437046947,0.7082675687280835,8
13150,ENSG00000172301,"coordinator of PRMT5, differentiation stimulator",Expressed in all tissues,5.585926986179457,0.9103776270036005,5
13151,ENSG00000172315,TP53 regulating kinase,Expressed in all tissues,3.5221330959700556,0.6658380813601981,3
13156,ENSG00000172331,"2,3-bisphosphoglycerate mutase",Expressed in all tissues,4.6918132563766815,0.99027276904769,4
13157,ENSG00000172336,"processing of precursor 7, ribonuclease P/MRP subunit (S. cerevisiae)",Expressed in all tissues,4.746003125649843,0.4145477336472875,4
13159,ENSG00000172340,"succinate-CoA ligase, GDP-forming, beta subunit",Expressed in all tissues,6.168071446241167,0.9923511480005359,6
13166,ENSG00000172354,"guanine nucleotide binding protein (G protein), beta polypeptide 2",Expressed in all tissues,7.67151171392778,0.5299303785469851,7
13172,ENSG00000172375,C2CD2-like,Expressed in all tissues,4.1289629919907265,0.7728512724353853,4
13181,ENSG00000172409,cleavage and polyadenylation factor I subunit 1,Expressed in all tissues,3.858256785186318,0.6622554881058345,3
13186,ENSG00000172428,myeloma overexpressed 2,Expressed in all tissues,7.0931170788096,0.415462808883441,7
13187,ENSG00000172432,GTP binding protein 2,Expressed in all tissues,5.6067657688790895,0.6434051783381829,5
13188,ENSG00000172456,FGGY carbohydrate kinase domain containing,Expressed in all tissues,4.715175672310548,0.9055668824236952,4
13195,ENSG00000172466,zinc finger protein 24,Expressed in all tissues,5.277239397738483,0.5274483512853484,5
13203,ENSG00000172493,"AF4/FMR2 family, member 1",Expressed in all tissues,5.349192612690759,0.6468229362361183,5
13205,ENSG00000172500,fibroblast growth factor (acidic) intracellular binding protein,Expressed in all tissues,6.038788532269248,0.544093861319627,6
13209,ENSG00000172531,"protein phosphatase 1, catalytic subunit, alpha isozyme",Expressed in all tissues,6.949762170403566,0.650185403964322,6
13210,ENSG00000172534,host cell factor C1 (VP16-accessory protein),Expressed in all tissues,4.317938419529675,0.6306217719680419,4
13220,ENSG00000172586,coiled-coil-helix-coiled-coil-helix domain containing 1,Expressed in all tissues,5.61270290383008,0.47771475728338963,5
13224,ENSG00000172613,RAD9 homolog A (S. pombe),Expressed in all tissues,4.22949559771248,0.7996416552364719,4
13227,ENSG00000172650,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 5",Expressed in all tissues,2.517833771881919,0.6382421630248023,2
13230,ENSG00000172661,"family with sequence similarity 21, member C",Expressed in all tissues,5.214137709666985,0.7267971588685188,5
13231,ENSG00000172663,transmembrane protein 134,Expressed in all tissues,5.698389515575406,0.6909099636227101,5
13241,ENSG00000172725,"coronin, actin binding protein, 1B",Expressed in all tissues,6.095915832104797,0.8942592387619669,6
13242,ENSG00000172728,"fucosyltransferase 10 (alpha (1,3) fucosyltransferase)",Expressed in all tissues,3.145560572721232,0.6834764265363149,3
13244,ENSG00000172732,MUS81 structure-specific endonuclease subunit,Expressed in all tissues,5.6218822786964076,0.6207801902276898,5
13250,ENSG00000172757,cofilin 1 (non-muscle),Expressed in all tissues,9.518340396481433,0.9770557090517648,9
13251,ENSG00000172765,transmembrane and coiled-coil domain family 1,Expressed in all tissues,5.024896056439442,0.7245059237562615,5
13252,ENSG00000172766,"N(alpha)-acetyltransferase 16, NatA auxiliary subunit",Expressed in all tissues,4.277658186136979,0.6551292893984322,4
13257,ENSG00000172775,"family with sequence similarity 192, member A",Expressed in all tissues,5.909523545645996,0.6225945940465105,5
13260,ENSG00000172785,COBW domain containing 1,Expressed in all tissues,5.674749175502007,0.5181611604240521,5
13263,ENSG00000172795,decapping mRNA 2,Expressed in all tissues,3.9288181559809674,0.9844949950107605,3
13271,ENSG00000172830,slingshot protein phosphatase 3,Expressed in all tissues,4.413903468683972,0.9520685912334058,4
13276,ENSG00000172869,Dmx-like 1,Expressed in all tissues,4.498265450649346,0.7148078705477843,4
13278,ENSG00000172888,zinc finger protein 621,Expressed in all tissues,3.4251108889400697,0.5492787677989572,3
13280,ENSG00000172890,NAD synthetase 1,Expressed in all tissues,6.041729576359228,0.8427191919151725,6
13284,ENSG00000172922,"ribonuclease H2, subunit C",Expressed in all tissues,4.984641729590456,0.6295048027693491,4
13290,ENSG00000172939,oxidative stress responsive 1,Expressed in all tissues,4.911853240961659,0.580823355570534,4
13292,ENSG00000172943,PHD finger protein 8,Expressed in all tissues,4.318384527656855,0.7257581475815899,4
13293,ENSG00000172954,lysocardiolipin acyltransferase 1,Expressed in all tissues,3.3222965389977444,0.8130052990698781,3
13297,ENSG00000172977,K(lysine) acetyltransferase 5,Expressed in all tissues,5.982651302585153,0.579213134230457,5
13301,ENSG00000172992,dephospho-CoA kinase domain containing,Expressed in all tissues,4.9586303385539825,0.7901571456519135,4
13306,ENSG00000173039,v-rel avian reticuloendotheliosis viral oncogene homolog A,Expressed in all tissues,5.96148744789578,0.5318861692451371,5
13308,ENSG00000173041,zinc finger protein 680,Expressed in all tissues,3.710284405972455,0.8644597710331405,3
13309,ENSG00000173064,HECT domain containing E3 ubiquitin protein ligase 4,Expressed in all tissues,3.891663414929544,0.7211960887456098,3
13310,ENSG00000173065,"family with sequence similarity 222, member B",Expressed in all tissues,3.8506281373611184,0.721354519617447,3
13315,ENSG00000173085,coenzyme Q2 4-hydroxybenzoate polyprenyltransferase,Expressed in all tissues,3.878466643760617,0.6484739161493297,3
13319,ENSG00000173113,tRNA methyltransferase 11-2 homolog (S. cerevisiae),Expressed in all tissues,7.225596164636303,0.6138978854949736,7
13321,ENSG00000173120,lysine (K)-specific demethylase 2A,Expressed in all tissues,5.868570877380679,0.6846896014142922,5
13323,ENSG00000173137,aarF domain containing kinase 5,Expressed in all tissues,3.142473332054172,0.8213972263337652,3
13329,ENSG00000173163,copper metabolism (Murr1) domain containing 1,Expressed in all tissues,6.748825590520332,0.6443740779249839,6
13330,ENSG00000173166,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1,Expressed in all tissues,3.733990243878238,0.9706962827461596,3
13331,ENSG00000173171,metaxin 1,Expressed in all tissues,5.234692715673083,0.6068991854086615,5
13336,ENSG00000173207,CDC28 protein kinase regulatory subunit 1B,Expressed in all tissues,4.638151111558776,0.93082248707753,4
13338,ENSG00000173209,"AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)",Expressed in all tissues,6.3327333130693,0.7975035833463563,6
13345,ENSG00000173226,IQ motif containing B1,Expressed in all tissues,4.678928184420954,0.8429350312657571,4
13347,ENSG00000173230,golgin B1,Expressed in all tissues,5.117123167643204,0.599409637465048,5
13355,ENSG00000173264,G protein-coupled receptor 137,Expressed in all tissues,4.878236132334897,0.8436431398233402,4
13358,ENSG00000173272,mitotic spindle organizing protein 2A,Expressed in all tissues,5.421946299347813,0.6495785739318225,5
13360,ENSG00000173275,zinc finger protein 449,Expressed in all tissues,2.9945099971522415,0.7421772880899394,2
13366,ENSG00000173327,mitogen-activated protein kinase kinase kinase 11,Expressed in all tissues,5.022254181377863,0.7520007717374235,5
13378,ENSG00000173402,dystroglycan 1 (dystrophin-associated glycoprotein 1),Expressed in all tissues,5.575623443983871,0.8149080467720418,5
13381,ENSG00000173409,ARV1 homolog (S. cerevisiae),Expressed in all tissues,5.01008946527507,0.5679430155085688,5
13382,ENSG00000173418,"N(alpha)-acetyltransferase 20, NatB catalytic subunit",Expressed in all tissues,6.376217932665368,0.4913851474417369,6
13388,ENSG00000173451,"THAP domain containing, apoptosis associated protein 2",Expressed in all tissues,3.079238500438554,0.8702940805548295,3
13390,ENSG00000173456,ring finger protein 26,Expressed in all tissues,4.538177052035324,0.6430481706193769,4
13391,ENSG00000173457,"protein phosphatase 1, regulatory (inhibitor) subunit 14B",Expressed in all tissues,4.4792837501349,0.649989087029824,4
13393,ENSG00000173465,Sjogren syndrome/scleroderma autoantigen 1,Expressed in all tissues,5.371425442048339,0.5033503003433047,5
13395,ENSG00000173473,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1",Expressed in all tissues,5.1749836101820135,0.6788585905563795,5
13396,ENSG00000173480,zinc finger protein 417,Expressed in all tissues,3.4164995670014955,0.609782455981676,3
13398,ENSG00000173486,"FK506 binding protein 2, 13kDa",Expressed in all tissues,7.030401068986116,0.6206988585707669,7
13399,ENSG00000173511,vascular endothelial growth factor B,Expressed in all tissues,6.461562007839265,0.8101651965521398,6
13404,ENSG00000173540,GDP-mannose pyrophosphorylase B,Expressed in all tissues,4.464624637335263,0.8104848025900695,4
13405,ENSG00000173542,MOB kinase activator 1B,Expressed in all tissues,4.0381074807586295,0.7272343428479666,4
13406,ENSG00000173545,zinc finger protein 622,Expressed in all tissues,4.855887335930755,0.4081891127908747,4
13414,ENSG00000173575,chromodomain helicase DNA binding protein 2,Expressed in all tissues,5.341864510204654,0.5746068191049005,5
13416,ENSG00000173581,coiled-coil domain containing 106,Expressed in all tissues,3.687190811314941,0.8097445552053614,3
13418,ENSG00000173588,coiled-coil domain containing 41,Expressed in all tissues,3.6633837391313593,0.8098719221290497,3
13420,ENSG00000173598,nudix (nucleoside diphosphate linked moiety X)-type motif 4,Expressed in all tissues,6.5209652297729574,0.826145163776663,6
13425,ENSG00000173614,nicotinamide nucleotide adenylyltransferase 1,Expressed in all tissues,3.3587090707664164,0.7667818009299229,3
13431,ENSG00000173653,Ras converting CAAX endopeptidase 1,Expressed in all tissues,4.175560639389928,0.7644019550730095,4
13432,ENSG00000173660,ubiquinol-cytochrome c reductase hinge protein,Expressed in all tissues,8.181772414936795,0.6482899119097789,8
13438,ENSG00000173681,chromosome X open reading frame 23,Expressed in all tissues,2.949173878588205,0.71668927998993,2
13439,ENSG00000173692,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 1",Expressed in all tissues,5.989400189835823,0.68444031692028,5
13450,ENSG00000173744,ArfGAP with FG repeats 1,Expressed in all tissues,6.048556397448316,0.8336915495182756,6
13459,ENSG00000173818,endonuclease V,Expressed in all tissues,4.101330110904585,0.6564462460890008,4
13460,ENSG00000173821,ring finger protein 213,Expressed in all tissues,5.862850344273888,0.8878821313562187,5
13465,ENSG00000173848,neuroepithelial cell transforming 1,Expressed in all tissues,6.057075891386162,0.987117482770877,6
13469,ENSG00000173875,zinc finger protein 791,Expressed in all tissues,4.004950802152981,0.7129751679206127,4
13471,ENSG00000173889,polyhomeotic homolog 3 (Drosophila),Expressed in all tissues,4.370440024050391,0.7603951657291368,4
13477,ENSG00000173914,RNA binding motif protein 4B,Expressed in all tissues,4.879468301942529,0.7550609604901667,4
13478,ENSG00000173915,up-regulated during skeletal muscle growth 5 homolog (mouse),Expressed in all tissues,8.013075870124647,0.6001962623313578,8
13484,ENSG00000173933,RNA binding motif protein 4,Expressed in all tissues,6.897721133047175,0.4871380170521981,6
13486,ENSG00000173950,xyloside xylosyltransferase 1,Expressed in all tissues,3.5014904553779997,0.9612269221875133,3
13487,ENSG00000173960,UBX domain protein 2A,Expressed in all tissues,3.9410867505372895,0.5015386143818001,3
13491,ENSG00000173992,copper chaperone for superoxide dismutase,Expressed in all tissues,5.759633108317905,0.4918242991805379,5
13495,ENSG00000174013,F-box protein 45,Expressed in all tissues,3.4960621380420833,0.739053213848026,3
13498,ENSG00000174021,"guanine nucleotide binding protein (G protein), gamma 5",Expressed in all tissues,6.667667099573317,0.49741514651755914,6
13504,ENSG00000174093,TBC1 domain family member 3,Expressed in all tissues,5.123418528037968,0.6383238272348677,5
13507,ENSG00000174106,LEM domain containing 3,Expressed in all tissues,4.339411953556736,0.6640662355316563,4
13508,ENSG00000174109,chromosome 16 open reading frame 91,Expressed in all tissues,3.9327647673463253,0.4564392838948521,3
13513,ENSG00000174132,"family with sequence similarity 174, member A",Expressed in all tissues,4.7325492132643925,0.81955260802331,4
13519,ENSG00000174165,"zinc finger, DHHC-type containing 24",Expressed in all tissues,2.8030038220831424,0.6446927986908292,2
13520,ENSG00000174173,tRNA methyltransferase 10 homolog C (S. cerevisiae),Expressed in all tissues,4.812942192384198,0.5313191540257086,4
13522,ENSG00000174177,cytosolic thiouridylase subunit 2 homolog (S. pombe),Expressed in all tissues,3.269181431575251,0.4098747764684765,3
13523,ENSG00000174194,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 8",Expressed in all tissues,3.0421400362038313,0.7146173958711698,3
13524,ENSG00000174196,"family with sequence similarity 21, member D",Expressed in all tissues,4.573745677719459,0.7016787087714134,4
13525,ENSG00000174197,"MGA, MAX dimerization protein",Expressed in all tissues,3.303667154958643,0.7246400772958593,3
13526,ENSG00000174206,chromosome 12 open reading frame 66,Expressed in all tissues,2.675940100156753,0.6440765434075661,2
13529,ENSG00000174227,"phosphatidylinositol glycan anchor biosynthesis, class G",Expressed in all tissues,5.286285669053849,0.615737325637046,5
13530,ENSG00000174231,pre-mRNA processing factor 8,Expressed in all tissues,6.72665045360842,0.5839294076976286,6
13533,ENSG00000174238,"phosphatidylinositol transfer protein, alpha",Expressed in all tissues,6.113850924565048,0.7047554190266089,6
13534,ENSG00000174243,DEAD (Asp-Glu-Ala-Asp) box polypeptide 23,Expressed in all tissues,6.258573747766583,0.5653618644317945,6
13538,ENSG00000174282,zinc finger and BTB domain containing 4,Expressed in all tissues,5.262050740799957,0.8866595864281468,5
13540,ENSG00000174306,zinc fingers and homeoboxes 3,Expressed in all tissues,4.113714689645968,0.9525300670060719,4
13552,ENSG00000174373,"Ral GTPase activating protein, alpha subunit 1 (catalytic)",Expressed in all tissues,4.022519540276233,0.7085531324850346,4
13553,ENSG00000174374,Williams-Beuren syndrome chromosome region 16,Expressed in all tissues,5.008193392070929,0.4631200574184811,5
13554,ENSG00000174405,"ligase IV, DNA, ATP-dependent",Expressed in all tissues,3.606206036867313,0.7623856833355097,3
13557,ENSG00000174428,GTF2I repeat domain containing 2B,Expressed in all tissues,4.993314307735177,0.6499109065258091,4
13566,ENSG00000174456,chromosome 12 open reading frame 76,Expressed in all tissues,3.707533428759291,0.9191934451960626,3
13571,ENSG00000174483,Bardet-Biedl syndrome 1,Expressed in all tissues,5.041062654816871,0.8432915969015212,5
13572,ENSG00000174485,DENN/MADD domain containing 4A,Expressed in all tissues,3.952876746856497,0.7180000940226691,3
13586,ENSG00000174574,akirin 1,Expressed in all tissues,5.846835888257181,0.7214700689794294,5
13588,ENSG00000174579,male-specific lethal 2 homolog (Drosophila),Expressed in all tissues,4.752074119483761,0.7868285820848615,4
13593,ENSG00000174606,angel homolog 2 (Drosophila),Expressed in all tissues,4.703311455342401,0.6254619599128877,4
13598,ENSG00000174652,zinc finger protein 266,Expressed in all tissues,5.147260250315963,0.8297786839868916,5
13603,ENSG00000174695,transmembrane protein 167A,Expressed in all tissues,5.801634122398541,0.6463548164731293,5
13607,ENSG00000174720,"La ribonucleoprotein domain family, member 7",Expressed in all tissues,6.021312082147934,0.5882425231265614,6
13611,ENSG00000174744,breast cancer metastasis suppressor 1,Expressed in all tissues,5.289454322991181,0.5755440757998269,5
13614,ENSG00000174775,Harvey rat sarcoma viral oncogene homolog,Expressed in all tissues,5.416419395928074,0.7606390368417068,5
13616,ENSG00000174780,signal recognition particle 72kDa,Expressed in all tissues,6.454954350236008,0.5397389437876922,6
13620,ENSG00000174796,THAP domain containing 6,Expressed in all tissues,4.108301921492856,0.6364131610584111,4
13627,ENSG00000174839,DENN/MADD domain containing 6A,Expressed in all tissues,4.04102822027549,0.7422124542987766,4
13628,ENSG00000174840,phosphodiesterase 12,Expressed in all tissues,3.66640232286917,0.5454575878618578,3
13629,ENSG00000174842,"glomulin, FKBP associated protein",Expressed in all tissues,3.271147213678946,0.8172273113955482,3
13631,ENSG00000174851,Yip1 interacting factor homolog A (S. cerevisiae),Expressed in all tissues,5.982762596371284,0.4027438257510583,5
13635,ENSG00000174886,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11, 14.7kDa",Expressed in all tissues,7.704028716989913,0.4668948856546798,7
13636,ENSG00000174891,arginine/serine-rich coiled-coil 1,Expressed in all tissues,5.49310868446465,0.5278793205557067,5
13639,ENSG00000174903,"RAB1B, member RAS oncogene family",Expressed in all tissues,6.927512250210732,0.4567342219685738,6
13641,ENSG00000174915,phosphatidylserine synthase 2,Expressed in all tissues,4.172726281029588,0.7214718972072063,4
13642,ENSG00000174917,chromosome 19 open reading frame 70,Expressed in all tissues,5.761480129693185,0.5976696124809512,5
13648,ENSG00000174943,potassium channel tetramerization domain containing 13,Expressed in all tissues,4.193259745121398,0.9555925541849435,4
13655,ENSG00000174953,DEAH (Asp-Glu-Ala-His) box polypeptide 36,Expressed in all tissues,5.635450750253806,0.6161368151979048,5
13660,ENSG00000174989,F-box and WD repeat domain containing 8,Expressed in all tissues,3.1685173488923253,0.679968693040464,3
13663,ENSG00000174996,kinesin light chain 2,Expressed in all tissues,4.117562261913031,0.8822722996337824,4
13666,ENSG00000175029,C-terminal binding protein 2,Expressed in all tissues,5.15271882356181,0.9755626089155214,5
13669,ENSG00000175054,ataxia telangiectasia and Rad3 related,Expressed in all tissues,4.018361493135645,0.7128864642838139,4
13672,ENSG00000175066,glycerol kinase 5 (putative),Expressed in all tissues,4.31431445780783,0.8862202807246365,4
13673,ENSG00000175073,valosin containing protein (p97)/p47 complex interacting protein 1,Expressed in all tissues,3.087297651964884,0.7324965606591077,3
13676,ENSG00000175087,PDLIM1 interacting kinase 1 like,Expressed in all tissues,3.455741168705214,0.653812648108345,3
13679,ENSG00000175104,"TNF receptor-associated factor 6, E3 ubiquitin protein ligase",Expressed in all tissues,3.475880942821343,0.5655956006779197,3
13680,ENSG00000175105,zinc finger protein 654,Expressed in all tissues,3.2762330243863285,0.6317718506190553,3
13681,ENSG00000175106,trans-golgi network vesicle protein 23 homolog C (S. cerevisiae),Expressed in all tissues,4.09730079320628,0.7514332538919312,4
13683,ENSG00000175115,phosphofurin acidic cluster sorting protein 1,Expressed in all tissues,5.56027648028816,0.8456444438872369,5
13686,ENSG00000175137,SH3-binding domain protein 5-like,Expressed in all tissues,4.313389132566693,0.5089410318988078,4
13688,ENSG00000175155,yippee-like 2 (Drosophila),Expressed in all tissues,4.431937524809895,0.536911210198075,4
13690,ENSG00000175166,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 2",Expressed in all tissues,7.014248197884777,0.5884586722970232,7
13693,ENSG00000175182,"family with sequence similarity 131, member A",Expressed in all tissues,4.056562091303314,0.91406293407203,4
13696,ENSG00000175193,"presenilin associated, rhomboid-like",Expressed in all tissues,5.835756319116092,0.3972251079851413,5
13697,ENSG00000175197,DNA-damage-inducible transcript 3,Expressed in all tissues,5.686721645266959,0.8958487063502932,5
13700,ENSG00000175203,dynactin 2 (p50),Expressed in all tissues,7.254469658914535,0.42852443914091476,7
13702,ENSG00000175213,zinc finger protein 408,Expressed in all tissues,3.1310075891111047,0.4780310900392782,3
13704,ENSG00000175216,cytoskeleton associated protein 5,Expressed in all tissues,5.337389124787665,0.7557498866401197,5
13705,ENSG00000175220,Rho GTPase activating protein 1,Expressed in all tissues,6.117285909165672,0.8638797149560896,6
13706,ENSG00000175221,mediator complex subunit 16,Expressed in all tissues,4.305334454319658,0.5525413910573505,4
13707,ENSG00000175224,autophagy related 13,Expressed in all tissues,5.701343654434235,0.5570787432425073,5
13713,ENSG00000175274,tumor protein p53 inducible protein 11,Expressed in all tissues,5.2631461793924315,0.8768752488472449,5
13714,ENSG00000175279,"apoptosis-inducing, TAF9-like domain 1",Expressed in all tissues,4.5698545376880375,0.9330927729631114,4
13715,ENSG00000175283,dolichol kinase,Expressed in all tissues,3.8272362117851055,0.7268598266947145,3
13719,ENSG00000175309,5-phosphohydroxy-L-lysine phospho-lyase,Expressed in all tissues,5.972155332843091,0.6965180372935019,5
13727,ENSG00000175334,barrier to autointegration factor 1,Expressed in all tissues,7.187825606915816,0.5994765420081076,7
13730,ENSG00000175348,"TMEM9 domain family, member B",Expressed in all tissues,6.311927193711959,0.6347542813100672,6
13732,ENSG00000175354,"protein tyrosine phosphatase, non-receptor type 2",Expressed in all tissues,4.899473267785,0.7142533902855277,4
13735,ENSG00000175387,SMAD family member 2,Expressed in all tissues,6.2948980166852575,0.596686615751742,6
13738,ENSG00000175395,zinc finger protein 25,Expressed in all tissues,3.649794719611863,0.9840790166189186,3
13741,ENSG00000175416,"clathrin, light chain B",Expressed in all tissues,6.473358116982215,0.822627557051858,6
13747,ENSG00000175467,squamous cell carcinoma antigen recognized by T cells,Expressed in all tissues,5.196703285177193,0.586691172303074,5
13748,ENSG00000175470,"protein phosphatase 2, regulatory subunit B, delta",Expressed in all tissues,5.173382704866045,0.4553397483523378,5
13763,ENSG00000175550,DR1-associated protein 1 (negative cofactor 2 alpha),Expressed in all tissues,6.3514288296977135,0.5853404092648318,6
13767,ENSG00000175573,chromosome 11 open reading frame 68,Expressed in all tissues,5.2226092275970295,0.6805844574256477,5
13768,ENSG00000175575,proteasomal ATPase-associated factor 1,Expressed in all tissues,4.672931275260691,0.6502652681606719,4
13770,ENSG00000175582,"RAB6A, member RAS oncogene family",Expressed in all tissues,6.616682318716861,0.6713775560310056,6
13773,ENSG00000175595,"excision repair cross-complementing rodent repair deficiency, complementation group 4",Expressed in all tissues,2.5890721595330133,0.7134419505366446,2
13777,ENSG00000175606,transmembrane protein 70,Expressed in all tissues,4.804778547993455,0.6347680867469189,4
13787,ENSG00000175711,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1",Expressed in all tissues,3.077235125705637,0.7509310820855992,3
13789,ENSG00000175727,MLX interacting protein,Expressed in all tissues,5.458887175166803,0.7124651987371843,5
13793,ENSG00000175756,aurora kinase A interacting protein 1,Expressed in all tissues,6.269892945896327,0.5628034243416719,6
13794,ENSG00000175764,"tubulin tyrosine ligase-like family, member 11",Expressed in all tissues,3.0727840136221967,0.8032709854654589,3
13801,ENSG00000175792,RuvB-like AAA ATPase 1,Expressed in all tissues,5.032230110327758,0.7905601684103677,5
13803,ENSG00000175806,methionine sulfoxide reductase A,Expressed in all tissues,5.328361090610287,0.8329456777792393,5
13808,ENSG00000175854,SWI5 recombination repair homolog (yeast),Expressed in all tissues,5.0413021183378985,0.7714848750100449,5
13815,ENSG00000175893,"zinc finger, DHHC-type containing 21",Expressed in all tissues,3.1957971355182693,0.8464093672688626,3
13817,ENSG00000175895,"pleckstrin homology domain containing, family F (with FYVE domain) member 2",Expressed in all tissues,4.73738112017636,0.9675988086410251,4
