target_id	length	eff_length	est_counts	tpm
lcl|CP014586.1_trna_3864	112	25.9174	0	0
lcl|CP014586.1_mrna_3865	2016	1758.68	8640	79.0831
lcl|CP014586.1_mrna_3866	1489	1231.68	16368.1	213.922
lcl|CP014586.1_mrna_3867	1296	1038.68	298895	4632.27
lcl|CP014586.1_mrna_3868	1594	1336.68	18169	218.807
lcl|CP014586.1_mrna_3869	5115	4857.68	2677	8.87107
lcl|CP014586.1_mrna_3870	1290	1032.68	468	7.2952
lcl|CP014586.1_mrna_3871	1509	1251.68	1743.61	22.4241
lcl|CP014586.1_mrna_3872	2428	2170.68	1893.39	14.0411
lcl|CP014586.1_mrna_3873	3685	3427.68	2205	10.3554
lcl|CP014586.1_mrna_3874	1582	1324.68	813	9.87954
lcl|CP014586.1_mrna_3875	2337	2079.68	2285	17.6867
lcl|CP014586.1_mrna_3876	1582	1324.68	9394	114.155
lcl|CP014586.1_mrna_3877	864	606.688	1939	51.448
lcl|CP014586.1_mrna_3878	1254	996.677	1740	28.1029
lcl|CP014586.1_mrna_3879	1483	1225.68	1169	15.353
lcl|CP014586.1_mrna_3880	2181	1923.68	288.368	2.41308
lcl|CP014586.1_mrna_3881	1605	1347.68	8754.63	104.57
lcl|CP014586.1_mrna_3882	1734	1476.68	3272	35.6684
lcl|CP014586.1_mrna_3883	2997	2739.68	932.347	5.47815
lcl|CP014586.1_mrna_3884	1699	1441.68	924.653	10.3245
lcl|CP014586.1_mrna_3885	1269	1011.68	449.65	7.15466
lcl|CP014586.1_mrna_3886	1262	1004.68	361.35	5.78972
lcl|CP014586.1_mrna_3887	2508	2250.68	679	4.85638
lcl|CP014586.1_mrna_3888	2760	2502.68	5412.9	34.8162
lcl|CP014586.1_mrna_3889	1400	1142.68	1748.1	24.6263
lcl|CP014586.1_mrna_3890	644	386.778	1245	51.8159
lcl|CP014586.1_mrna_3891	1468	1210.68	12761	169.673
lcl|CP014586.1_mrna_3892	1206	948.677	4116	69.8414
lcl|CP014586.1_mrna_3893	2067	1809.68	4266	37.9469
lcl|CP014586.1_mrna_3894	2226	1968.68	3570	29.1911
lcl|CP014586.1_mrna_3895	1029	771.677	5550.25	115.78
lcl|CP014586.1_mrna_3896	4225	3967.68	2831.75	11.4888
lcl|CP014586.1_mrna_3897	2409	2151.68	1294.62	9.68552
lcl|CP014586.1_mrna_3898	1415	1157.68	2638.38	36.6864
lcl|CP014586.1_mrna_3899	894	636.682	10806	273.211
lcl|CP014586.1_mrna_3900	828	570.697	2435	68.683
lcl|CP014586.1_mrna_3901	2541	2283.68	1753	12.3567
lcl|CP014586.1_mrna_3902	1128	870.677	809	14.9571
lcl|CP014586.1_mrna_3903	1068	810.677	1609	31.9495
lcl|CP014586.1_mrna_3904	459	202.387	30774	2447.69
lcl|CP014586.1_mrna_3905	2886	2628.68	8869	54.3117
lcl|CP014586.1_mrna_3906	1656	1398.68	2401	27.6332
lcl|CP014586.1_mrna_3907	741	483.71	6027	200.573
lcl|CP014586.1_mrna_3908	1719	1461.68	810	8.92051
lcl|CP014586.1_mrna_3909	637	379.781	2463	104.397
lcl|CP014586.1_mrna_3910	2220	1962.68	2491	20.4306
lcl|CP014586.1_mrna_3911	531	273.92	135	7.93351
lcl|CP014586.1_mrna_3912	1491	1233.68	25991	339.139
lcl|CP014586.1_mrna_3913	759	501.71	2025	64.9723
lcl|CP014586.1_mrna_3914	348	99.5553	1741.87	281.649
lcl|CP014586.1_mrna_3915	981	723.677	3555.13	79.08
lcl|CP014586.1_mrna_3916	825	567.697	3606	102.25
lcl|CP014586.1_mrna_3917	1251	993.677	673	10.9025
lcl|CP014586.1_mrna_3918	3091	2833.68	2110	11.9864
lcl|CP014586.1_mrna_3919	2334	2076.68	1715	13.2939
lcl|CP014586.1_mrna_3920	723	465.714	199	6.87843
lcl|CP014586.1_mrna_3921	1527	1269.68	1550	19.6514
lcl|CP014586.1_mrna_3922	1119	861.677	3717	69.4391
lcl|CP014586.1_mrna_3923	903	645.682	386	9.62331
lcl|CP014586.1_mrna_3924	1107	849.677	5154	97.6442
lcl|CP014586.1_mrna_3925	1810	1552.68	762.002	7.90007
lcl|CP014586.1_mrna_3926	1896	1638.68	1664	16.3461
lcl|CP014586.1_mrna_3927	2519	2261.68	10585	75.3384
lcl|CP014586.1_mrna_3928	1336	1078.68	4051.22	60.4576
lcl|CP014586.1_mrna_3929	885	627.688	895.779	22.9728
lcl|CP014586.1_mrna_3930	1386	1128.68	51652	736.671
lcl|CP014586.1_mrna_3931	744	486.71	105066	3474.94
lcl|CP014586.1_mrna_3932	644	386.778	87873	3657.21
lcl|CP014586.1_mrna_3933	1101	843.677	1962	37.4351
lcl|CP014586.1_mrna_3934	2982	2724.68	2754	16.2707
lcl|CP014586.1_mrna_3935	1275	1017.68	6665	105.426
lcl|CP014586.1_mrna_3936	933	675.677	32905	783.933
lcl|CP014586.1_mrna_3937	1435	1177.68	1626	22.2254
lcl|CP014586.1_mrna_3938	1631	1373.68	22910	268.47
lcl|CP014586.1_mrna_3939	849	591.693	4983	135.566
lcl|CP014586.1_mrna_3940	1215	957.677	2256	37.9207
lcl|CP014586.1_trna_3941	83	30.8017	0	0
lcl|CP014586.1_rrna_3942	117	25.1609	16.4618	10.532
lcl|CP014586.1_mrna_3943	1641	1383.68	48	0.558422
lcl|CP014586.1_trna_3944	82	31.0862	3	1.55349
lcl|CP014586.1_mrna_3945	4673	4415.68	4242	15.4643
lcl|CP014586.1_mrna_3946	1255	997.677	1270	20.4913
lcl|CP014586.1_mrna_3947	1851	1593.68	1595	16.1108
lcl|CP014586.1_mrna_3948	3276	3018.68	543	2.8956
lcl|CP014586.1_mrna_3949	1493	1235.68	825	10.7474
lcl|CP014586.1_mrna_3950	1965	1707.68	196	1.84759
lcl|CP014586.1_mrna_3951	1786	1528.68	554.455	5.83857
lcl|CP014586.1_mrna_3952	2493	2235.68	587.545	4.23047
lcl|CP014586.1_mrna_3953	3770	3512.68	1323.45	6.06491
lcl|CP014586.1_mrna_3954	1809	1551.68	884.889	9.18002
lcl|CP014586.1_mrna_3955	3195	2937.68	333.664	1.82836
lcl|CP014586.1_mrna_3956	4001	3743.68	1694.3	7.28533
lcl|CP014586.1_mrna_3957	2426	2168.68	1495.7	11.1021
lcl|CP014586.1_mrna_3958	780	522.702	606.095	18.6656
lcl|CP014586.1_mrna_3959	824	566.697	20169.9	572.939
lcl|CP014586.1_mrna_3960	876	618.688	1328	34.5528
lcl|CP014586.1_mrna_3961	1428	1170.68	326	4.48267
lcl|CP014586.1_mrna_3962	654	396.769	240	9.73711
lcl|CP014586.1_mrna_3963	2031	1773.68	710	6.44377
lcl|CP014586.1_mrna_3964	1053	795.677	8512	172.207
lcl|CP014586.1_mrna_3965	1638	1380.68	1517.88	17.6971
lcl|CP014586.1_mrna_3966	2851	2593.68	2981.12	18.502
lcl|CP014586.1_mrna_3967	925	667.677	658.423	15.8743
lcl|CP014586.1_mrna_3968	2118	1860.68	2072.58	17.9306
lcl|CP014586.1_mrna_3969	516	258.958	357	22.1919
lcl|CP014586.1_mrna_3970	1069	811.677	1847.76	36.6452
lcl|CP014586.1_mrna_3971	3074	2816.68	1155.24	6.60227
lcl|CP014586.1_mrna_3972	2072	1814.68	680	6.03206
lcl|CP014586.1_mrna_3973	1827	1569.68	25312	259.581
lcl|CP014586.1_mrna_3974	1690	1432.68	805.775	9.05361
lcl|CP014586.1_mrna_3975	606	348.8	643.225	29.6854
lcl|CP014586.1_mrna_3976	1727	1469.68	2201.6	24.1141
lcl|CP014586.1_mrna_3977	1051	793.677	333.403	6.76211
lcl|CP014586.1_mrna_3978	1553	1295.68	24706	306.946
lcl|CP014586.1_mrna_3979	1567	1309.68	491	6.03495
lcl|CP014586.1_mrna_3980	1140	882.677	26514	483.537
lcl|CP014586.1_trna_3981	73	27.6094	7	4.08129
lcl|CP014586.1_trna_3982	72	26.8895	2.25	1.34696
lcl|CP014586.1_trna_3983	72	26.8895	2.25	1.34696
lcl|CP014586.1_trna_3984	72	26.8895	2.25	1.34696
lcl|CP014586.1_trna_3985	72	26.8895	2.25	1.34696
lcl|CP014586.1_mrna_3986	1370	1112.68	358	5.17929
lcl|CP014586.1_mrna_3987	1329	1071.68	113	1.69735
lcl|CP014586.1_mrna_3988	1649	1391.68	2896	33.4978
lcl|CP014586.1_mrna_3989	345	97.1711	846	140.149
lcl|CP014586.1_mrna_3990	2112	1854.68	1341	11.639
lcl|CP014586.1_mrna_3991	1020	762.677	109644	2314.2
lcl|CP014586.1_mrna_3992	2415	2157.68	1568	11.6981
lcl|CP014586.1_mrna_3993	954	696.677	254	5.86892
lcl|CP014586.1_mrna_3994	492	235.076	339	23.2138
lcl|CP014586.1_mrna_3995	1587	1329.68	439	5.31465
lcl|CP014586.1_mrna_3996	1485	1227.68	2096	27.4829
lcl|CP014586.1_mrna_3997	1038	780.677	1439	29.6719
lcl|CP014586.1_mrna_3998	912	654.677	11240	276.373
lcl|CP014586.1_mrna_3999	690	432.737	2499	92.9605
lcl|CP014586.1_mrna_4000	1731	1473.68	3158	34.4958
lcl|CP014586.1_mrna_4001	1419	1161.68	4475	62.0103
lcl|CP014586.1_mrna_4002	366	114.59	1274	178.97
lcl|CP014586.1_mrna_4003	585	327.814	316.073	15.5209
lcl|CP014586.1_mrna_4004	526	268.941	3305.93	197.876
lcl|CP014586.1_mrna_4005	1005	747.677	2521	54.2769
lcl|CP014586.1_mrna_4006	1845	1587.68	4332	43.922
lcl|CP014586.1_mrna_4007	675	417.758	1130	43.5421
lcl|CP014586.1_mrna_4008	1781	1523.68	13736	145.119
lcl|CP014586.1_mrna_4009	565	307.848	68825	3598.87
lcl|CP014586.1_mrna_4010	1539	1281.68	2907	36.5109
lcl|CP014586.1_mrna_4011	1341	1083.68	3459	51.3815
lcl|CP014586.1_mrna_4012	1554	1296.68	3156	39.1797
lcl|CP014586.1_mrna_4013	969	711.677	577	13.0512
lcl|CP014586.1_mrna_4014	1545	1287.68	1859	23.2396
lcl|CP014586.1_mrna_4015	2345	2087.68	8845	68.201
lcl|CP014586.1_mrna_4016	2562	2304.68	1028	7.18024
lcl|CP014586.1_mrna_4017	1266	1008.68	4204	67.0914
lcl|CP014586.1_mrna_4018	1801	1543.68	3597.63	37.516
lcl|CP014586.1_mrna_4019	957	699.677	939.366	21.6119
lcl|CP014586.1_mrna_4020	1258	1000.68	1423	22.8911
lcl|CP014586.1_mrna_4021	1858	1600.68	2142	21.5413
lcl|CP014586.1_mrna_4022	2992	2734.68	18395	108.28
lcl|CP014586.1_mrna_4023	2688	2430.68	4237	28.06
lcl|CP014586.1_mrna_4024	2158	1900.68	1437.1	12.1712
lcl|CP014586.1_mrna_4025	2722	2464.68	2083.9	13.6105
lcl|CP014586.1_mrna_4026	771	513.706	22164	694.527
lcl|CP014586.1_mrna_4027	3451	3193.68	5366	27.0468
lcl|CP014586.1_mrna_4028	2687	2429.68	411	2.72301
lcl|CP014586.1_mrna_4029	2576	2318.68	3874	26.8952
lcl|CP014586.1_mrna_4030	2628	2370.68	2405	16.3305
lcl|CP014586.1_mrna_4031	465	208.305	627	48.4533
lcl|CP014586.1_mrna_4032	2578	2320.68	2087	14.4765
lcl|CP014586.1_mrna_4033	1780	1522.68	927	9.80004
lcl|CP014586.1_mrna_4034	381	127.905	91	11.4527
lcl|CP014586.1_mrna_4035	1659	1401.68	1934	22.2108
lcl|CP014586.1_mrna_4036	1386	1128.68	1343	19.1541
lcl|CP014586.1_mrna_4037	2040	1782.68	1532	13.8338
lcl|CP014586.1_mrna_4038	1793	1535.68	1341	14.0568
lcl|CP014586.1_mrna_4039	696	438.733	964	35.3698
lcl|CP014586.1_mrna_4040	1464	1206.68	1782	23.7724
lcl|CP014586.1_mrna_4041	1386	1128.68	103	1.46901
lcl|CP014586.1_mrna_4042	1823	1565.68	6382	65.6161
lcl|CP014586.1_mrna_4043	713	455.722	1679	59.3071
lcl|CP014586.1_mrna_4044	441	184.711	3713.2	323.603
lcl|CP014586.1_mrna_4045	1251	993.677	7666.8	124.201
lcl|CP014586.1_mrna_4046	3506	3248.68	13713	67.9488
lcl|CP014586.1_mrna_4047	1874	1616.68	10809	107.626
lcl|CP014586.1_mrna_4048	1374	1116.68	923	13.3055
lcl|CP014586.1_mrna_4049	681	423.755	76	2.88705
lcl|CP014586.1_mrna_4050	1341	1083.68	5596	83.1254
lcl|CP014586.1_trna_4051	82	31.0862	0	0
lcl|CP014586.1_mrna_4052	2740	2482.68	3032.38	19.6616
lcl|CP014586.1_mrna_4053	2738	2480.68	2037.62	13.2224
lcl|CP014586.1_mrna_4054	3344	3086.68	1668	8.69883
lcl|CP014586.1_mrna_4055	2067	1809.68	1716	15.2641
lcl|CP014586.1_mrna_4056	840	582.693	3748	103.542
lcl|CP014586.1_mrna_4057	567	309.843	3566	185.266
lcl|CP014586.1_mrna_4058	417	161.485	2279	227.18
lcl|CP014586.1_mrna_4059	2112	1854.68	18841	163.528
lcl|CP014586.1_mrna_4060	1233	975.677	1618	26.6949
lcl|CP014586.1_mrna_4061	2381	2123.68	310	2.34979
lcl|CP014586.1_mrna_4062	5159	4901.68	2362	7.75696
lcl|CP014586.1_mrna_4063	1212	954.677	0	0
lcl|CP014586.1_mrna_4064	769	511.706	699.627	22.0091
lcl|CP014586.1_mrna_4065	2652	2394.68	2959.37	19.8934
lcl|CP014586.1_mrna_4066	1633	1375.68	2541	29.7334
lcl|CP014586.1_mrna_4067	1705	1447.68	718	7.98379
lcl|CP014586.1_mrna_4068	5232	4974.68	21647	70.0469
lcl|CP014586.1_mrna_4069	788	530.702	301	9.13002
lcl|CP014586.1_mrna_4070	1926	1668.68	1311	12.647
lcl|CP014586.1_mrna_4071	3003	2745.68	1047	6.13837
lcl|CP014586.1_mrna_4072	2510	2252.68	3114.64	22.2569
lcl|CP014586.1_mrna_4073	4131	3873.68	16372.4	68.0368
lcl|CP014586.1_mrna_4074	1624	1366.68	1728.8	20.3626
lcl|CP014586.1_mrna_4075	1343	1085.68	3385.2	50.1927
lcl|CP014586.1_mrna_4076	4114	3856.68	2442	10.1927
lcl|CP014586.1_mrna_4077	1277	1019.68	1957.21	30.898
lcl|CP014586.1_mrna_4078	780	522.702	1760.79	54.2264
lcl|CP014586.1_mrna_4079	1335	1077.68	1785	26.6628
lcl|CP014586.1_mrna_4080	1725	1467.68	2039	22.3637
lcl|CP014586.1_mrna_4081	309	71.5447	394	88.6492
lcl|CP014586.1_mrna_4082	1491	1233.68	39930	521.019
lcl|CP014586.1_mrna_4083	1673	1415.68	3282	37.319
lcl|CP014586.1_mrna_4084	4745	4487.68	1962	7.03774
lcl|CP014586.1_mrna_4085	372	119.852	452	60.7086
lcl|CP014586.1_mrna_4086	1539	1281.68	1732	21.7533
lcl|CP014586.1_mrna_4087	612	354.797	541	24.5456
lcl|CP014586.1_mrna_4088	885	627.688	610	15.6438
lcl|CP014586.1_mrna_4089	1149	891.677	454	8.19605
lcl|CP014586.1_mrna_4090	798	540.702	10749	320.012
lcl|CP014586.1_mrna_4091	942	684.677	37245	875.666
lcl|CP014586.1_trna_4092	72	26.8895	14.75	8.8301
lcl|CP014586.1_mrna_4093	1608	1350.68	118435	1411.51
lcl|CP014586.1_mrna_4094	696	438.733	187	6.86115
lcl|CP014586.1_mrna_4095	11635	11377.7	8592	12.1562
lcl|CP014586.1_mrna_4096	606	348.8	1545	71.3031
lcl|CP014586.1_mrna_4097	2638	2380.68	2898.07	19.5958
lcl|CP014586.1_mrna_4098	1742	1484.68	2603.93	28.2328
lcl|CP014586.1_mrna_4099	1955	1697.68	721	6.83654
lcl|CP014586.1_mrna_4100	1228	970.677	702.73	11.6539
lcl|CP014586.1_mrna_4101	1264	1006.68	3566.27	57.0269
lcl|CP014586.1_mrna_4102	1536	1278.68	690	8.68649
lcl|CP014586.1_mrna_4103	1323	1065.68	2055	31.0415
lcl|CP014586.1_mrna_4104	489	232.1	0	0
lcl|CP014586.1_rrna_4105	117	25.1609	0	0
lcl|CP014586.1_mrna_4106	1422	1164.68	605	8.36192
lcl|CP014586.1_mrna_4107	1299	1041.68	0	0
lcl|CP014586.1_mrna_4108	4758	4500.68	634	2.26761
lcl|CP014586.1_mrna_4109	1903	1645.68	2246	21.9696
lcl|CP014586.1_mrna_4110	572	314.83	396497	20273.1
lcl|CP014586.1_mrna_4111	1020	762.677	1927	40.6722
lcl|CP014586.1_mrna_4112	1812	1554.68	1732	17.9334
lcl|CP014586.1_trna_4113	72	26.8895	9	5.38786
lcl|CP014586.1_mrna_4114	724	466.714	21465	740.348
lcl|CP014586.1_mrna_4115	1140	882.677	120861	2204.15
lcl|CP014586.1_mrna_4116	1425	1167.68	8351	115.126
lcl|CP014586.1_mrna_4117	3108	2850.68	1484	8.37996
lcl|CP014586.1_mrna_4118	1909	1651.68	3593	35.0177
lcl|CP014586.1_mrna_4119	2366	2108.68	3931.04	30.0092
lcl|CP014586.1_mrna_4120	1388	1130.68	55896	795.789
lcl|CP014586.1_mrna_4121	2053	1795.68	8012	71.8239
lcl|CP014586.1_mrna_4122	4035	3777.68	3600.12	15.3408
lcl|CP014586.1_mrna_4123	1808	1550.68	5093.88	52.879
lcl|CP014586.1_mrna_4124	2186	1928.68	2865.62	23.9175
lcl|CP014586.1_mrna_4125	2320	2062.68	14717.4	114.856
lcl|CP014586.1_mrna_4126	1162	904.677	212	3.77223
lcl|CP014586.1_mrna_4127	1922	1664.68	6706	64.847
lcl|CP014586.1_mrna_4128	1264	1006.68	3998	63.9306
lcl|CP014586.1_mrna_4129	1455	1197.68	2735	36.7598
lcl|CP014586.1_mrna_4130	1053	795.677	5236	105.93
lcl|CP014586.1_mrna_4131	714	456.722	1	0.0352455
lcl|CP014586.1_mrna_4132	4167	3909.68	1058	4.35613
lcl|CP014586.1_mrna_4133	2047	1789.68	2282.55	20.5306
lcl|CP014586.1_mrna_4134	1449	1191.68	19749.4	266.779
lcl|CP014586.1_mrna_4135	2373	2115.68	891	6.77929
lcl|CP014586.1_mrna_4136	363	112.042	297	42.671
lcl|CP014586.1_mrna_4137	1530	1272.68	3184	40.2727
lcl|CP014586.1_rrna_4138	117	25.1609	16.4618	10.532
lcl|CP014586.1_mrna_4139	2055	1797.68	2213.01	19.8165
lcl|CP014586.1_mrna_4140	1794	1536.68	7081.99	74.1872
lcl|CP014586.1_mrna_4141	303	67.8832	1383	327.956
lcl|CP014586.1_mrna_4142	951	693.677	59794	1387.57
lcl|CP014586.1_mrna_4143	681	423.755	4262	161.903
lcl|CP014586.1_mrna_4144	1824	1566.68	5776	59.3477
lcl|CP014586.1_mrna_4145	2414	2156.68	4929	36.79
lcl|CP014586.1_mrna_4146	4607	4349.68	7667	28.3743
lcl|CP014586.1_mrna_4147	1638	1380.68	3391	39.5359
lcl|CP014586.1_mrna_4148	2207	1949.68	346	2.85673
lcl|CP014586.1_mrna_4149	2193	1935.68	539	4.48241
lcl|CP014586.1_mrna_4150	2706	2448.68	449.83	2.95714
lcl|CP014586.1_mrna_4151	3289	3031.68	3048.17	16.185
lcl|CP014586.1_mrna_4152	1142	884.677	641	11.6635
lcl|CP014586.1_mrna_4153	360	109.459	416	61.1782
lcl|CP014586.1_mrna_4154	1397	1139.68	1072	15.1415
lcl|CP014586.1_mrna_4155	651	393.769	835.164	34.1418
lcl|CP014586.1_mrna_4156	2038	1780.68	1009.84	9.12897
lcl|CP014586.1_mrna_4157	1225	967.677	829.43	13.7977
lcl|CP014586.1_mrna_4158	2214	1956.68	10764.6	88.5592
lcl|CP014586.1_mrna_4159	1138	880.677	1189	21.7331
lcl|CP014586.1_mrna_4160	624	366.791	88	3.86207
lcl|CP014586.1_mrna_4161	3099	2841.68	5948	33.694
lcl|CP014586.1_mrna_4162	3100	2842.68	7525	42.6123
lcl|CP014586.1_mrna_4163	1435	1177.68	1788	24.4398
lcl|CP014586.1_mrna_4164	3073	2815.68	3151.24	18.0158
lcl|CP014586.1_mrna_4165	588	330.814	219.761	10.6936
lcl|CP014586.1_mrna_4166	2712	2454.68	80	0.524628
lcl|CP014586.1_mrna_4167	967	709.677	1068	24.2252
lcl|CP014586.1_mrna_4168	1986	1728.68	893	8.3156
lcl|CP014586.1_mrna_4169	815	557.697	1416	40.8715
lcl|CP014586.1_mrna_4170	1522	1264.68	5546	70.5921
lcl|CP014586.1_mrna_4171	1798	1540.68	3495.38	36.5207
lcl|CP014586.1_mrna_4172	806	548.697	1992.62	58.4584
lcl|CP014586.1_mrna_4173	923	665.677	372	8.99571
lcl|CP014586.1_mrna_4174	2208	1950.68	9021	74.4433
lcl|CP014586.1_mrna_4175	1056	798.677	2174	43.8172
lcl|CP014586.1_mrna_4176	1771	1513.68	4972	52.8754
lcl|CP014586.1_mrna_4177	1919	1661.68	6324.47	61.268
lcl|CP014586.1_mrna_4178	1586	1328.68	624.526	7.56636
lcl|CP014586.1_mrna_4179	1735	1477.68	4620	50.329
lcl|CP014586.1_mrna_4180	2620	2362.68	7804	53.1703
lcl|CP014586.1_mrna_4181	1505	1247.68	2555	32.9644
lcl|CP014586.1_mrna_4182	2022	1764.68	1522.79	13.8909
lcl|CP014586.1_mrna_4183	1495	1237.68	1437	18.6898
lcl|CP014586.1_mrna_4184	1399	1141.68	984	13.8742
lcl|CP014586.1_mrna_4185	372	119.852	6	0.805866
lcl|CP014586.1_mrna_4186	4056	3798.68	4486	19.01
lcl|CP014586.1_mrna_4187	750	492.71	290	9.47463
lcl|CP014586.1_mrna_4188	1431	1173.68	2904	39.8294
lcl|CP014586.1_mrna_4189	655	397.769	1346	54.4717
lcl|CP014586.1_mrna_4190	4706	4448.68	1946	7.04155
lcl|CP014586.1_mrna_4191	2422	2164.68	3181	23.6552
lcl|CP014586.1_mrna_4192	2765	2507.68	6225.96	39.966
lcl|CP014586.1_mrna_4193	1062	804.677	1023.04	20.4657
lcl|CP014586.1_mrna_4194	519	261.956	0	0
lcl|CP014586.1_mrna_4195	741	483.71	1155	38.4373
lcl|CP014586.1_mrna_4196	819	561.697	752	21.5512
lcl|CP014586.1_mrna_4197	915	657.677	501	12.2626
lcl|CP014586.1_mrna_4198	709	451.726	1	0.0356354
lcl|CP014586.1_mrna_4199	3507	3249.68	2513	12.4483
lcl|CP014586.1_mrna_4200	1674	1416.68	2850.89	32.3941
lcl|CP014586.1_mrna_4201	2884	2626.68	3721.11	22.8046
lcl|CP014586.1_mrna_4202	9224	8966.68	1546	2.77545
lcl|CP014586.1_mrna_4203	1343	1085.68	280	4.15158
lcl|CP014586.1_mrna_4204	2567	2309.68	2090	14.5664
lcl|CP014586.1_mrna_4205	1063	805.677	3674	73.4065
lcl|CP014586.1_mrna_4206	1383	1125.68	6019	86.0729
lcl|CP014586.1_mrna_4207	1683	1425.68	1382	15.6043
lcl|CP014586.1_mrna_4208	528	270.927	20559	1221.53
lcl|CP014586.1_mrna_4209	424	168.209	1550	148.334
lcl|CP014586.1_mrna_4210	568	310.843	5708.93	295.644
lcl|CP014586.1_mrna_4211	4982	4724.68	7216.07	24.5858
lcl|CP014586.1_mrna_4212	1133	875.677	824	15.1474
lcl|CP014586.1_mrna_4213	2304	2046.68	1698	13.355
lcl|CP014586.1_mrna_4214	739	481.71	6650	222.224
lcl|CP014586.1_trna_4215	82	31.0862	1.75	0.906205
lcl|CP014586.1_trna_4216	82	31.0862	1.75	0.906205
lcl|CP014586.1_mrna_4217	451	194.52	327	27.0608
lcl|CP014586.1_mrna_4218	1420	1162.68	1914	26.4996
lcl|CP014586.1_mrna_4219	2283	2025.68	922	7.32684
lcl|CP014586.1_mrna_4220	627	369.791	7504	326.658
lcl|CP014586.1_mrna_4221	1479	1221.68	10352.1	136.404
lcl|CP014586.1_mrna_4222	1378	1120.68	1139.91	16.3736
lcl|CP014586.1_mrna_4223	1698	1440.68	27634	308.769
lcl|CP014586.1_mrna_4224	1038	780.677	12850	264.965
lcl|CP014586.1_mrna_4225	1013	755.677	1402	29.8654
lcl|CP014586.1_mrna_4226	546	288.888	368	20.5057
lcl|CP014586.1_mrna_4227	2878	2620.68	4311	26.4802
lcl|CP014586.1_mrna_4228	1594	1336.68	787.031	9.47811
lcl|CP014586.1_mrna_4229	479	222.168	4035.97	292.431
lcl|CP014586.1_mrna_4230	749	491.71	192	6.28562
lcl|CP014586.1_mrna_4231	651	393.769	2929	119.739
lcl|CP014586.1_mrna_4232	642	384.778	1232	51.5414
lcl|CP014586.1_mrna_4233	1194	936.677	395	6.78834
lcl|CP014586.1_mrna_4234	309	71.5447	0	0
lcl|CP014586.1_mrna_4235	684	426.748	4820	181.816
lcl|CP014586.1_mrna_4236	573	315.83	985	50.2041
lcl|CP014586.1_mrna_4237	747	489.71	3402	111.828
lcl|CP014586.1_mrna_4238	2452	2194.68	2583	18.9457
lcl|CP014586.1_mrna_4239	1348	1090.68	6274	92.5986
lcl|CP014586.1_mrna_4240	3313	3055.68	27293	143.78
lcl|CP014586.1_mrna_4241	2598	2340.68	7215	49.6193
lcl|CP014586.1_mrna_4242	444	187.644	781	66.9996
lcl|CP014586.1_mrna_4243	1653	1395.68	5313	61.2789
lcl|CP014586.1_mrna_4244	885	627.688	1467	37.6221
lcl|CP014586.1_mrna_4245	480	223.149	3875	279.533
lcl|CP014586.1_mrna_4246	1796	1538.68	363.847	3.80651
lcl|CP014586.1_mrna_4247	1876	1618.68	3143.15	31.258
lcl|CP014586.1_mrna_4248	1219	961.677	1086	18.1784
lcl|CP014586.1_mrna_4249	1547	1289.68	4468	55.7684
lcl|CP014586.1_mrna_4250	1086	828.677	3868	75.1376
lcl|CP014586.1_mrna_4251	2238	1980.68	3088	25.0969
lcl|CP014586.1_mrna_4252	1734	1476.68	1072	11.686
lcl|CP014586.1_mrna_4253	1979	1721.68	1842	17.2224
lcl|CP014586.1_mrna_4254	1394	1136.68	705362	9989.21
lcl|CP014586.1_mrna_4255	3048	2790.68	14135	81.5347
lcl|CP014586.1_mrna_4256	1299	1041.68	3998	61.7825
lcl|CP014586.1_mrna_4257	444	187.644	1026.12	88.0281
lcl|CP014586.1_mrna_4258	4263	4005.68	2992.88	12.0273
lcl|CP014586.1_mrna_4259	2938	2680.68	316	1.89757
lcl|CP014586.1_mrna_4260	1337	1079.68	751	11.197
lcl|CP014586.1_mrna_4261	4716	4458.68	826	2.98215
lcl|CP014586.1_mrna_4262	1974	1716.68	723	6.77963
lcl|CP014586.1_mrna_4263	1674	1416.68	64707	735.252
lcl|CP014586.1_mrna_4264	1549	1291.68	902	11.2411
lcl|CP014586.1_mrna_4265	1320	1062.68	2666	40.3845
lcl|CP014586.1_mrna_4266	1184	926.677	19119	332.118
lcl|CP014586.1_mrna_4267	528	270.927	4694	278.899
lcl|CP014586.1_mrna_4268	4122	3864.68	4587	19.1061
lcl|CP014586.1_mrna_4269	609	351.8	5588	255.692
lcl|CP014586.1_mrna_4270	306	69.6593	0	0
lcl|CP014586.1_mrna_4271	8783	8525.68	784	1.48028
lcl|CP014586.1_mrna_4272	2064	1806.68	24233	215.915
lcl|CP014586.1_mrna_4273	1162	904.677	721	12.8291
lcl|CP014586.1_mrna_4274	888	630.682	6879	175.578
lcl|CP014586.1_mrna_4275	1385	1127.68	591.194	8.4392
lcl|CP014586.1_mrna_4276	576	318.827	44743.8	2259.09
lcl|CP014586.1_mrna_4277	312	73.4609	7697.07	1686.65
lcl|CP014586.1_mrna_4278	387	133.421	15.0063	1.81052
lcl|CP014586.1_mrna_4279	1580	1322.68	23553	286.648
lcl|CP014586.1_mrna_4280	1296	1038.68	1109	17.1873
lcl|CP014586.1_mrna_4281	1470	1212.68	9637	127.924
lcl|CP014586.1_mrna_4282	1746	1488.68	2173	23.4972
lcl|CP014586.1_mrna_4283	2121	1863.68	64181	554.36
